0.04366302	-0.071153626	0.0619512	0.03902653	-0.025777612	-0.034176085	0.018206209	-0.017710023	0.05462475	-0.005877147	0.011783698	0.05968758	0.044912152	-0.007771496	-0.02274197	0.043732364
-0.02999471	-0.07984071	0.04686575	0.109601244	-0.034782138	-0.068057515	0.06979194	0.030504294	0.04360724	-0.05097897	0.01907898	0.009185746	0.031740498	0.00096626574	-0.037523326	0.008263919
-0.016084198	-0.046904057	0.02788083	0.14334343	-0.022591708	-0.031466696	0.04418348	0.01847636	0.044816483	-0.08479308	0.07888221	-0.0101470295	0.021098247	-0.110115096	-0.0658197	0.009005287
0.015601465	-0.08539476	-0.023940617	0.15016413	-0.07205663	0.008860674	-0.028114252	-0.016373938	0.05855109	-0.094248675	0.03699824	0.012026978	-0.0051347236	-0.02006787	-0.06836477	0.08682467
0.0125929685	0.023544155	-0.025070876	0.056938212	-0.090639345	-0.04256429	0.007953196	-0.035132278	0.045288853	-0.027267074	0.07096227	0.05420878	0.010583531	-0.061361566	-0.09634046	0.07452357
-0.020455763	-0.036149107	0.038047954	0.10987728	-0.038949706	0.046384957	-0.030044308	0.05134516	0.12003906	-0.053170037	0.042270802	-0.046548445	0.01402404	0.0004829473	0.025413543	0.1289204
0.020055674	-0.028575113	0.034404315	0.096532695	-0.01839593	-0.046691146	0.069031164	0.007753308	-0.03561708	-0.054591484	0.042310975	0.059148546	-0.04259188	-0.01272649	-0.09218457	0.056008454
-0.027533075	-0.06499413	0.012280635	0.09100646	-0.048532955	-0.022184098	-0.015268046	0.042835575	0.08783811	-0.07642329	0.055330683	0.06496282	0.0068331426	0.012420811	-0.044198733	0.051512327
-0.029362192	-0.03461773	0.012919771	0.15148494	-0.033272255	-0.09680985	0.038983457	0.039182395	0.043071523	-0.025518622	0.073640645	-0.009256132	0.072010666	0.027970871	-0.06465771	0.12597752
-0.042342152	-0.014094812	0.014020587	0.13331047	0.01074753	-0.0088201165	0.06475488	-0.043706894	-0.00026331012	-0.023435282	0.08858508	0.020279536	0.03171647	-0.00951756	0.017915556	0.036200363
0.03851051	0.036005538	-0.040527977	0.022732385	-0.013380627	-0.12802872	0.04156898	-0.04464353	0.024811482	0.018884644	0.033956867	-0.014693707	-0.041608363	-0.019349521	0.011685842	0.03909282
0.109232485	0.04814835	0.0861381	0.08676961	-0.09278742	-0.051321577	0.026700933	0.0054648835	-0.003031833	-0.0032645925	0.086326145	-0.019384982	0.021553086	-0.008443364	-0.0030353111	0.15187542
0.020057267	-0.10847599	-0.057422083	0.12607093	-0.026206004	-0.052530643	-0.06696578	0.030126216	0.033052336	-0.04906211	-0.017370677	0.051448893	0.041746665	-0.0019033131	-0.032839064	-0.0033644964
-0.007920233	-0.009219429	0.03375073	0.11707898	-0.061533764	-0.076280184	-0.009255585	0.05728249	0.003682794	-0.1335498	-0.056762245	0.06052904	-0.045415927	0.05912201	-0.101021096	0.024815666
-0.04478547	-0.10149877	0.018353451	0.08712947	0.0035547246	-0.062485795	0.07467954	-0.020439936	0.04788761	-0.018268755	-0.0047454108	0.009451335	0.025838222	0.0048727114	-0.061057635	0.0069781537
0.13132477	-0.058632907	0.05891943	0.05227691	-0.041060235	-0.009986264	0.0190566	0.0709059	0.09526214	0.039475236	0.06308342	-0.007903339	-0.029624628	0.017960185	-0.09041025	-0.0035715904
0.057129987	-0.11196165	0.02105648	-0.023135047	-0.025150357	-0.023691688	-0.0044431463	-0.017746255	0.023415383	-0.050405372	0.058875196	0.012560123	-0.06541075	0.010217203	-0.091734126	0.07138176
0.10406981	0.011434844	0.07453429	0.10611672	-0.00015060372	-0.015766034	-0.021985503	0.048587468	0.04394043	-0.016619666	0.02972764	-0.048820473	-0.018734917	0.031691782	0.0060679894	0.026184198
0.04013807	0.043095425	-0.041325178	0.06470752	-0.04792382	0.0061323834	-0.0035619875	0.052018024	-0.05409504	-0.040988207	0.03270888	-0.0430377	0.04373319	0.013193672	0.008158809	0.16359341
0.063510194	-0.043234594	-0.022888947	0.08746285	0.014068928	-0.02231683	-0.0081087025	-0.009311773	-0.05198625	-0.08381371	0.0837838	-0.010520992	0.07831855	-0.05617438	-0.038715795	0.11221473
-0.005513924	-0.018780772	0.042173956	0.13653152	0.025266772	0.011712128	0.028416796	0.070975766	0.0836233	-0.11985504	0.038496457	0.046103008	0.06360884	0.003363673	-0.016886214	0.09380169
0.10916187	0.03832438	0.018232666	0.11831048	-0.042328224	-0.12672059	-0.01705968	-0.03588538	0.10509321	-0.10093228	0.015600127	-0.0058512157	0.06991851	0.14379239	-0.08138258	-0.02765136
0.08560931	-0.110662386	-0.07413726	0.074486196	0.083155796	0.027546648	0.046702147	-0.019376647	0.039727617	0.077858485	0.051147006	-0.00057186635	-0.051438335	-0.06461484	0.024702948	0.016385391
-0.017978447	0.0016428899	0.0359383	0.015938228	0.027328698	-0.022507733	0.03405283	0.16440551	0.07404809	-0.048039436	-0.0046267672	0.018149897	-0.00071768445	-0.016766215	-0.020452704	-0.013112166
0.004714648	0.010802453	-0.0038000299	0.09707208	0.047297303	-0.0845498	-0.0035419373	-0.15332595	0.095366865	-0.1023273	0.044033412	0.0016613725	-0.06007278	0.013637099	0.016003149	0.094922766
0.02439662	-0.02668139	0.009152842	-0.0009870908	-0.006846511	-0.060411885	0.023625186	0.038297445	0.00703399	-0.0559719	-0.0064214803	0.08923407	0.09614034	0.028899377	-0.06607868	0.07466362
-0.09494065	-0.05416311	-0.027098477	-5.8688234e-05	-0.03357162	0.011627114	-0.031333465	-0.05237476	0.09937444	-0.056748167	0.008108019	-0.03588815	-0.033591904	0.026204271	0.03152388	-0.06191902
-0.028181192	-0.0318243	0.007265695	0.011329343	-0.1041704	0.13363846	-0.06190027	0.033052675	0.092990085	0.035456013	-0.03183098	0.025292706	0.08585767	-0.012231135	-0.004580944	0.10208062
0.12407321	-0.037723307	-0.027765397	0.055565767	0.0019310109	-0.013999145	0.016387809	0.056476463	-0.046679888	-0.08902427	0.04600462	-0.0013585264	0.032552622	-0.024514742	-0.04794933	-0.0031401585
-0.06758242	-0.023584345	0.03317469	0.020464841	-0.0035534478	-0.079458155	0.03550459	0.052080497	-0.06950132	-0.053503044	0.053721327	-0.02132623	0.06361218	0.0337682	-0.08768554	0.13913102
